datum,kraj,pomucka,pocet,zmena
2020-04-29,CZ042,Roušky,0,0
2020-04-29,CZ042,Rukavice,0,0
2020-04-29,CZ042,Rychlotesty,0,0
2020-04-29,CZ042,Tampóny,0,0
2020-04-29,CZ042,Teploměry,0,0
2020-04-29,CZ042,Termokamery,0,0
2020-04-29,CZ042,Štíty,0,0
2020-04-29,CZ051,Brýle,0,0
2020-04-29,CZ051,Dezinfekce (l),0,0
2020-04-29,CZ051,Filtry k polomaskám,0,0
2020-04-29,CZ051,Návleky na obuv,0,0
2020-04-29,CZ051,Ochranné oděvy,0,0
2020-04-29,CZ051,Odběrové sady,0,0
2020-04-29,CZ051,Ostatní,0,0
2020-04-29,CZ051,Plicní ventilátory,0,0
2020-04-29,CZ051,Polomasky,0,0
2020-04-29,CZ051,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ051,Respirátory,0,0
2020-04-29,CZ051,Roušky,0,0
2020-04-29,CZ051,Rukavice,0,0
2020-04-29,CZ051,Rychlotesty,0,0
2020-04-29,CZ051,Tampóny,0,0
2020-04-29,CZ051,Teploměry,0,0
2020-04-29,CZ051,Termokamery,0,0
2020-04-29,CZ051,Štíty,0,0
2020-04-29,CZ052,Brýle,0,0
2020-04-29,CZ052,Dezinfekce (l),0,0
2020-04-29,CZ052,Filtry k polomaskám,0,0
2020-04-29,CZ052,Návleky na obuv,0,0
2020-04-29,CZ052,Ochranné oděvy,0,0
2020-04-29,CZ052,Odběrové sady,0,0
2020-04-29,CZ052,Ostatní,0,0
2020-04-29,CZ052,Plicní ventilátory,0,0
2020-04-29,CZ052,Polomasky,0,0
2020-04-29,CZ052,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ052,Respirátory,0,0
2020-04-29,CZ052,Roušky,0,0
2020-04-29,CZ052,Rukavice,0,0
2020-04-29,CZ052,Rychlotesty,0,0
2020-04-29,CZ052,Tampóny,0,0
2020-04-29,CZ052,Teploměry,0,0
2020-04-29,CZ052,Termokamery,0,0
2020-04-29,CZ052,Štíty,0,0
2020-04-29,CZ053,Brýle,0,0
2020-04-29,CZ053,Dezinfekce (l),0,0
2020-04-29,CZ053,Filtry k polomaskám,0,0
2020-04-29,CZ053,Návleky na obuv,0,0
2020-04-29,CZ053,Ochranné oděvy,0,0
2020-04-29,CZ053,Odběrové sady,0,0
2020-04-29,CZ053,Ostatní,0,0
2020-04-29,CZ053,Plicní ventilátory,0,0
2020-04-29,CZ053,Polomasky,0,0
2020-04-29,CZ053,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ053,Respirátory,0,0
2020-04-29,CZ053,Roušky,0,0
2020-04-29,CZ053,Rukavice,0,0
2020-04-29,CZ053,Rychlotesty,0,0
2020-04-29,CZ053,Tampóny,0,0
2020-04-29,CZ053,Teploměry,0,0
2020-04-29,CZ053,Termokamery,0,0
2020-04-29,CZ053,Štíty,0,0
2020-04-29,CZ063,Brýle,0,0
2020-04-29,CZ063,Dezinfekce (l),0,0
2020-04-29,CZ063,Filtry k polomaskám,0,0
2020-04-29,CZ063,Návleky na obuv,0,0
2020-04-29,CZ063,Ochranné oděvy,0,0
2020-04-29,CZ063,Odběrové sady,0,0
2020-04-29,CZ063,Ostatní,0,0
2020-04-29,CZ063,Plicní ventilátory,0,0
2020-04-29,CZ063,Polomasky,0,0
2020-04-29,CZ063,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ063,Respirátory,0,0
2020-04-29,CZ063,Roušky,0,0
2020-04-29,CZ063,Rukavice,0,0
2020-04-29,CZ063,Rychlotesty,0,0
2020-04-29,CZ063,Tampóny,0,0
2020-04-29,CZ063,Teploměry,0,0
2020-04-29,CZ063,Termokamery,0,0
2020-04-29,CZ063,Štíty,0,0
2020-04-29,CZ064,Brýle,0,0
2020-04-29,CZ064,Dezinfekce (l),0,0
2020-04-29,CZ064,Filtry k polomaskám,0,0
2020-04-29,CZ064,Návleky na obuv,0,0
2020-04-29,CZ064,Ochranné oděvy,0,0
2020-04-29,CZ064,Odběrové sady,0,0
2020-04-29,CZ064,Ostatní,0,0
2020-04-29,CZ064,Plicní ventilátory,0,0
2020-04-29,CZ064,Polomasky,0,0
2020-04-29,CZ064,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ064,Respirátory,0,0
2020-04-29,CZ064,Roušky,0,0
2020-04-29,CZ064,Rukavice,0,0
2020-04-29,CZ064,Rychlotesty,0,0
2020-04-29,CZ064,Tampóny,0,0
2020-04-29,CZ064,Teploměry,0,0
2020-04-29,CZ064,Termokamery,0,0
2020-04-29,CZ064,Štíty,0,0
2020-04-29,CZ071,Brýle,0,0
2020-04-29,CZ071,Dezinfekce (l),0,0
2020-04-29,CZ071,Filtry k polomaskám,0,0
2020-04-29,CZ071,Návleky na obuv,0,0
2020-04-29,CZ071,Ochranné oděvy,0,0
2020-04-29,CZ071,Odběrové sady,0,0
2020-04-29,CZ071,Ostatní,0,0
2020-04-29,CZ071,Plicní ventilátory,0,0
2020-04-29,CZ071,Polomasky,0,0
2020-04-29,CZ071,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ071,Respirátory,0,0
2020-04-29,CZ071,Roušky,0,0
2020-04-29,CZ071,Rukavice,0,0
2020-04-29,CZ071,Rychlotesty,0,0
2020-04-29,CZ071,Tampóny,0,0
2020-04-29,CZ071,Teploměry,0,0
2020-04-29,CZ071,Termokamery,0,0
2020-04-29,CZ071,Štíty,0,0
2020-04-29,CZ072,Brýle,0,0
2020-04-29,CZ072,Dezinfekce (l),0,0
2020-04-29,CZ072,Filtry k polomaskám,0,0
2020-04-29,CZ072,Návleky na obuv,0,0
2020-04-29,CZ072,Ochranné oděvy,0,0
2020-04-29,CZ072,Odběrové sady,0,0
2020-04-29,CZ072,Ostatní,0,0
2020-04-29,CZ072,Plicní ventilátory,0,0
2020-04-29,CZ072,Polomasky,0,0
2020-04-29,CZ072,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ072,Respirátory,0,0
2020-04-29,CZ072,Roušky,0,0
2020-04-29,CZ072,Rukavice,0,0
2020-04-29,CZ072,Rychlotesty,0,0
2020-04-29,CZ072,Tampóny,0,0
2020-04-29,CZ072,Teploměry,0,0
2020-04-29,CZ072,Termokamery,0,0
2020-04-29,CZ072,Štíty,0,0
2020-04-29,CZ080,Brýle,0,0
2020-04-29,CZ080,Dezinfekce (l),0,0
2020-04-29,CZ080,Filtry k polomaskám,0,0
2020-04-29,CZ080,Návleky na obuv,0,0
2020-04-29,CZ080,Ochranné oděvy,0,0
2020-04-29,CZ080,Odběrové sady,0,0
2020-04-29,CZ080,Ostatní,0,0
2020-04-29,CZ080,Plicní ventilátory,0,0
2020-04-29,CZ080,Polomasky,0,0
2020-04-29,CZ080,Příslušenství k plicním ventilátorům,0,0
2020-04-29,CZ080,Respirátory,0,0
2020-04-29,CZ080,Roušky,0,0
2020-04-29,CZ080,Rukavice,0,0
2020-04-29,CZ080,Rychlotesty,0,0
2020-04-29,CZ080,Tampóny,0,0
2020-04-29,CZ080,Teploměry,0,0
2020-04-29,CZ080,Termokamery,0,0
2020-04-29,CZ080,Štíty,0,0
2020-04-29,Hlavní město Praha,Brýle,6854,0
2020-04-29,Hlavní město Praha,Dezinfekce (l),14375,0
2020-04-29,Hlavní město Praha,Filtry k polomaskám,5756,0
2020-04-29,Hlavní město Praha,Návleky na obuv,4580,0
2020-04-29,Hlavní město Praha,Ochranné oděvy,207415,0
2020-04-29,Hlavní město Praha,Odběrové sady,82991,0
2020-04-29,Hlavní město Praha,Ostatní,0,0
2020-04-29,Hlavní město Praha,Plicní ventilátory,0,0
2020-04-29,Hlavní město Praha,Polomasky,1895,0
2020-04-29,Hlavní město Praha,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Hlavní město Praha,Respirátory,1919460,0
2020-04-29,Hlavní město Praha,Roušky,5230587,0
2020-04-29,Hlavní město Praha,Rukavice,1349178,0
2020-04-29,Hlavní město Praha,Rychlotesty,100896,0
2020-04-29,Hlavní město Praha,Tampóny,0,0
2020-04-29,Hlavní město Praha,Teploměry,0,0
2020-04-29,Hlavní město Praha,Termokamery,0,0
2020-04-29,Hlavní město Praha,Štíty,7474,0
2020-04-29,Jihomoravský kraj,Brýle,2445,365
2020-04-29,Jihomoravský kraj,Dezinfekce (l),9060,980
2020-04-29,Jihomoravský kraj,Filtry k polomaskám,882,0
2020-04-29,Jihomoravský kraj,Návleky na obuv,367,0
2020-04-29,Jihomoravský kraj,Ochranné oděvy,72086,9065
2020-04-29,Jihomoravský kraj,Odběrové sady,60000,5100
2020-04-29,Jihomoravský kraj,Ostatní,0,0
2020-04-29,Jihomoravský kraj,Plicní ventilátory,0,0
2020-04-29,Jihomoravský kraj,Polomasky,441,0
2020-04-29,Jihomoravský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Jihomoravský kraj,Respirátory,457377,21850
2020-04-29,Jihomoravský kraj,Roušky,1695327,1900
2020-04-29,Jihomoravský kraj,Rukavice,493494,8500
2020-04-29,Jihomoravský kraj,Rychlotesty,42184,9250
2020-04-29,Jihomoravský kraj,Tampóny,0,0
2020-04-29,Jihomoravský kraj,Teploměry,0,0
2020-04-29,Jihomoravský kraj,Termokamery,0,0
2020-04-29,Jihomoravský kraj,Štíty,2782,90
2020-04-29,Jihočeský kraj,Brýle,1068,0
2020-04-29,Jihočeský kraj,Dezinfekce (l),1445,0
2020-04-29,Jihočeský kraj,Filtry k polomaskám,10,0
2020-04-29,Jihočeský kraj,Návleky na obuv,270,0
2020-04-29,Jihočeský kraj,Ochranné oděvy,9729,0
2020-04-29,Jihočeský kraj,Odběrové sady,3650,0
2020-04-29,Jihočeský kraj,Ostatní,0,0
2020-04-29,Jihočeský kraj,Plicní ventilátory,0,0
2020-04-29,Jihočeský kraj,Polomasky,5,0
2020-04-29,Jihočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Jihočeský kraj,Respirátory,158981,0
2020-04-29,Jihočeský kraj,Roušky,468128,0
2020-04-29,Jihočeský kraj,Rukavice,224798,0
2020-04-29,Jihočeský kraj,Rychlotesty,14793,0
2020-04-29,Jihočeský kraj,Tampóny,0,0
2020-04-29,Jihočeský kraj,Teploměry,0,0
2020-04-29,Jihočeský kraj,Termokamery,0,0
2020-04-29,Jihočeský kraj,Štíty,586,0
2020-04-29,Karlovarský kraj,Brýle,105,0
2020-04-29,Karlovarský kraj,Dezinfekce (l),1290,0
2020-04-29,Karlovarský kraj,Filtry k polomaskám,0,0
2020-04-29,Karlovarský kraj,Návleky na obuv,1000,0
2020-04-29,Karlovarský kraj,Ochranné oděvy,4719,0
2020-04-29,Karlovarský kraj,Odběrové sady,3800,0
2020-04-29,Karlovarský kraj,Ostatní,0,0
2020-04-29,Karlovarský kraj,Plicní ventilátory,0,0
2020-04-29,Karlovarský kraj,Polomasky,0,0
2020-04-29,Karlovarský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Karlovarský kraj,Respirátory,73905,0
2020-04-29,Karlovarský kraj,Roušky,207625,0
2020-04-29,Karlovarský kraj,Rukavice,104879,0
2020-04-29,Karlovarský kraj,Rychlotesty,10483,0
2020-04-29,Karlovarský kraj,Tampóny,0,0
2020-04-29,Karlovarský kraj,Teploměry,0,0
2020-04-29,Karlovarský kraj,Termokamery,0,0
2020-04-29,Karlovarský kraj,Štíty,60,0
2020-04-29,Kraj Vysočina,Brýle,410,30
2020-04-29,Kraj Vysočina,Dezinfekce (l),1175,0
2020-04-29,Kraj Vysočina,Filtry k polomaskám,0,0
2020-04-29,Kraj Vysočina,Návleky na obuv,9300,0
2020-04-29,Kraj Vysočina,Ochranné oděvy,6680,600
2020-04-29,Kraj Vysočina,Odběrové sady,6700,600
2020-04-29,Kraj Vysočina,Ostatní,0,0
2020-04-29,Kraj Vysočina,Plicní ventilátory,0,0
2020-04-29,Kraj Vysočina,Polomasky,0,0
2020-04-29,Kraj Vysočina,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Kraj Vysočina,Respirátory,123880,1200
2020-04-29,Kraj Vysočina,Roušky,375045,4200
2020-04-29,Kraj Vysočina,Rukavice,182407,5100
2020-04-29,Kraj Vysočina,Rychlotesty,12393,5000
2020-04-29,Kraj Vysočina,Tampóny,0,0
2020-04-29,Kraj Vysočina,Teploměry,0,0
2020-04-29,Kraj Vysočina,Termokamery,0,0
2020-04-29,Kraj Vysočina,Štíty,105,10
2020-04-29,Královéhradecký kraj,Brýle,1020,0
2020-04-29,Královéhradecký kraj,Dezinfekce (l),2385,0
2020-04-29,Královéhradecký kraj,Filtry k polomaskám,600,0
2020-04-29,Královéhradecký kraj,Návleky na obuv,0,0
2020-04-29,Královéhradecký kraj,Ochranné oděvy,30189,0
2020-04-29,Královéhradecký kraj,Odběrové sady,3800,0
2020-04-29,Královéhradecký kraj,Ostatní,0,0
2020-04-29,Královéhradecký kraj,Plicní ventilátory,0,0
2020-04-29,Královéhradecký kraj,Polomasky,300,0
2020-04-29,Královéhradecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Královéhradecký kraj,Respirátory,234167,0
2020-04-29,Královéhradecký kraj,Roušky,767967,0
2020-04-29,Královéhradecký kraj,Rukavice,387834,0
2020-04-29,Královéhradecký kraj,Rychlotesty,8469,0
2020-04-29,Královéhradecký kraj,Tampóny,0,0
2020-04-29,Královéhradecký kraj,Teploměry,0,0
2020-04-29,Královéhradecký kraj,Termokamery,0,0
2020-04-29,Královéhradecký kraj,Štíty,335,0
2020-04-29,Liberecký kraj,Brýle,335,0
2020-04-29,Liberecký kraj,Dezinfekce (l),1200,0
2020-04-29,Liberecký kraj,Filtry k polomaskám,0,0
2020-04-29,Liberecký kraj,Návleky na obuv,1050,0
2020-04-29,Liberecký kraj,Ochranné oděvy,6420,0
2020-04-29,Liberecký kraj,Odběrové sady,11100,0
2020-04-29,Liberecký kraj,Ostatní,0,0
2020-04-29,Liberecký kraj,Plicní ventilátory,0,0
2020-04-29,Liberecký kraj,Polomasky,0,0
2020-04-29,Liberecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Liberecký kraj,Respirátory,119409,0
2020-04-29,Liberecký kraj,Roušky,358056,0
2020-04-29,Liberecký kraj,Rukavice,161269,0
2020-04-29,Liberecký kraj,Rychlotesty,7310,0
2020-04-29,Liberecký kraj,Tampóny,0,0
2020-04-29,Liberecký kraj,Teploměry,0,0
2020-04-29,Liberecký kraj,Termokamery,0,0
2020-04-29,Liberecký kraj,Štíty,245,0
2020-04-29,Moravskoslezský kraj,Brýle,3192,50
2020-04-29,Moravskoslezský kraj,Dezinfekce (l),3975,500
2020-04-29,Moravskoslezský kraj,Filtry k polomaskám,600,0
2020-04-29,Moravskoslezský kraj,Návleky na obuv,1232,0
2020-04-29,Moravskoslezský kraj,Ochranné oděvy,21902,811
2020-04-29,Moravskoslezský kraj,Odběrové sady,24400,4000
2020-04-29,Moravskoslezský kraj,Ostatní,0,0
2020-04-29,Moravskoslezský kraj,Plicní ventilátory,0,0
2020-04-29,Moravskoslezský kraj,Polomasky,300,0
2020-04-29,Moravskoslezský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Moravskoslezský kraj,Respirátory,365555,42270
2020-04-29,Moravskoslezský kraj,Roušky,1095324,13400
2020-04-29,Moravskoslezský kraj,Rukavice,478428,27800
2020-04-29,Moravskoslezský kraj,Rychlotesty,22113,6010
2020-04-29,Moravskoslezský kraj,Tampóny,0,0
2020-04-29,Moravskoslezský kraj,Teploměry,0,0
2020-04-29,Moravskoslezský kraj,Termokamery,0,0
2020-04-29,Moravskoslezský kraj,Štíty,1018,105
2020-04-29,Olomoucký kraj,Brýle,1670,0
2020-04-29,Olomoucký kraj,Dezinfekce (l),3265,0
2020-04-29,Olomoucký kraj,Filtry k polomaskám,400,0
2020-04-29,Olomoucký kraj,Návleky na obuv,2050,0
2020-04-29,Olomoucký kraj,Ochranné oděvy,13785,200
2020-04-29,Olomoucký kraj,Odběrové sady,16600,0
2020-04-29,Olomoucký kraj,Ostatní,0,0
2020-04-29,Olomoucký kraj,Plicní ventilátory,0,0
2020-04-29,Olomoucký kraj,Polomasky,200,0
2020-04-29,Olomoucký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Olomoucký kraj,Respirátory,214743,3960
2020-04-29,Olomoucký kraj,Roušky,798481,6000
2020-04-29,Olomoucký kraj,Rukavice,339518,4800
2020-04-29,Olomoucký kraj,Rychlotesty,65586,5000
2020-04-29,Olomoucký kraj,Tampóny,0,0
2020-04-29,Olomoucký kraj,Teploměry,0,0
2020-04-29,Olomoucký kraj,Termokamery,0,0
2020-04-29,Olomoucký kraj,Štíty,1415,0
2020-04-29,Pardubický kraj,Brýle,1075,0
2020-04-29,Pardubický kraj,Dezinfekce (l),825,0
2020-04-29,Pardubický kraj,Filtry k polomaskám,0,0
2020-04-29,Pardubický kraj,Návleky na obuv,1250,0
2020-04-29,Pardubický kraj,Ochranné oděvy,10552,0
2020-04-29,Pardubický kraj,Odběrové sady,3300,0
2020-04-29,Pardubický kraj,Ostatní,0,0
2020-04-29,Pardubický kraj,Plicní ventilátory,0,0
2020-04-29,Pardubický kraj,Polomasky,0,0
2020-04-29,Pardubický kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Pardubický kraj,Respirátory,140040,0
2020-04-29,Pardubický kraj,Roušky,374047,0
2020-04-29,Pardubický kraj,Rukavice,190334,0
2020-04-29,Pardubický kraj,Rychlotesty,8138,0
2020-04-29,Pardubický kraj,Tampóny,0,0
2020-04-29,Pardubický kraj,Teploměry,0,0
2020-04-29,Pardubický kraj,Termokamery,0,0
2020-04-29,Pardubický kraj,Štíty,1330,0
2020-04-29,Plzeňský kraj,Brýle,1264,0
2020-04-29,Plzeňský kraj,Dezinfekce (l),6060,0
2020-04-29,Plzeňský kraj,Filtry k polomaskám,700,0
2020-04-29,Plzeňský kraj,Návleky na obuv,18200,0
2020-04-29,Plzeňský kraj,Ochranné oděvy,36515,0
2020-04-29,Plzeňský kraj,Odběrové sady,10700,0
2020-04-29,Plzeňský kraj,Ostatní,0,0
2020-04-29,Plzeňský kraj,Plicní ventilátory,0,0
2020-04-29,Plzeňský kraj,Polomasky,350,0
2020-04-29,Plzeňský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Plzeňský kraj,Respirátory,232066,0
2020-04-29,Plzeňský kraj,Roušky,879000,0
2020-04-29,Plzeňský kraj,Rukavice,362484,0
2020-04-29,Plzeňský kraj,Rychlotesty,8552,0
2020-04-29,Plzeňský kraj,Tampóny,0,0
2020-04-29,Plzeňský kraj,Teploměry,0,0
2020-04-29,Plzeňský kraj,Termokamery,0,0
2020-04-29,Plzeňský kraj,Štíty,532,0
2020-04-29,Středočeský kraj,Brýle,435,0
2020-04-29,Středočeský kraj,Dezinfekce (l),1065,0
2020-04-29,Středočeský kraj,Filtry k polomaskám,0,0
2020-04-29,Středočeský kraj,Návleky na obuv,50,0
2020-04-29,Středočeský kraj,Ochranné oděvy,14570,0
2020-04-29,Středočeský kraj,Odběrové sady,2900,0
2020-04-29,Středočeský kraj,Ostatní,0,0
2020-04-29,Středočeský kraj,Plicní ventilátory,0,0
2020-04-29,Středočeský kraj,Polomasky,0,0
2020-04-29,Středočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Středočeský kraj,Respirátory,256706,0
2020-04-29,Středočeský kraj,Roušky,735020,0
2020-04-29,Středočeský kraj,Rukavice,449772,0
2020-04-29,Středočeský kraj,Rychlotesty,22569,0
2020-04-29,Středočeský kraj,Tampóny,0,0
2020-04-29,Středočeský kraj,Teploměry,0,0
2020-04-29,Středočeský kraj,Termokamery,0,0
2020-04-29,Středočeský kraj,Štíty,217,0
2020-04-29,Zlínský kraj,Brýle,1120,0
2020-04-29,Zlínský kraj,Dezinfekce (l),1265,320
2020-04-29,Zlínský kraj,Filtry k polomaskám,0,0
2020-04-29,Zlínský kraj,Návleky na obuv,100,0
2020-04-29,Zlínský kraj,Ochranné oděvy,6989,400
2020-04-29,Zlínský kraj,Odběrové sady,4100,0
2020-04-29,Zlínský kraj,Ostatní,0,0
2020-04-29,Zlínský kraj,Plicní ventilátory,0,0
2020-04-29,Zlínský kraj,Polomasky,0,0
2020-04-29,Zlínský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Zlínský kraj,Respirátory,144769,3200
2020-04-29,Zlínský kraj,Roušky,395779,1500
2020-04-29,Zlínský kraj,Rukavice,236973,18100
2020-04-29,Zlínský kraj,Rychlotesty,12428,5000
2020-04-29,Zlínský kraj,Tampóny,0,0
2020-04-29,Zlínský kraj,Teploměry,0,0
2020-04-29,Zlínský kraj,Termokamery,0,0
2020-04-29,Zlínský kraj,Štíty,610,0
2020-04-29,Ústecký kraj,Brýle,1305,0
2020-04-29,Ústecký kraj,Dezinfekce (l),2075,0
2020-04-29,Ústecký kraj,Filtry k polomaskám,0,0
2020-04-29,Ústecký kraj,Návleky na obuv,0,0
2020-04-29,Ústecký kraj,Ochranné oděvy,8574,0
2020-04-29,Ústecký kraj,Odběrové sady,7100,0
2020-04-29,Ústecký kraj,Ostatní,0,0
2020-04-29,Ústecký kraj,Plicní ventilátory,0,0
2020-04-29,Ústecký kraj,Polomasky,0,0
2020-04-29,Ústecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-29,Ústecký kraj,Respirátory,199479,0
2020-04-29,Ústecký kraj,Roušky,555928,0
2020-04-29,Ústecký kraj,Rukavice,293573,0
2020-04-29,Ústecký kraj,Rychlotesty,13621,0
2020-04-29,Ústecký kraj,Tampóny,0,0
2020-04-29,Ústecký kraj,Teploměry,0,0
2020-04-29,Ústecký kraj,Termokamery,0,0
2020-04-29,Ústecký kraj,Štíty,1605,0
2020-05-05,CZ010,Brýle,0,0
2020-05-05,CZ010,Dezinfekce (l),0,0
2020-05-05,CZ010,Filtry k polomaskám,0,0
2020-05-05,CZ010,Návleky na obuv,0,0
2020-05-05,CZ010,Ochranné oděvy,0,0
2020-05-05,CZ010,Odběrové sady,0,0
2020-05-05,CZ010,Ostatní,0,0
2020-05-05,CZ010,Plicní ventilátory,0,0
2020-05-05,CZ010,Polomasky,0,0
2020-05-05,CZ010,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ010,Respirátory,0,0
2020-05-05,CZ010,Roušky,0,0
2020-05-05,CZ010,Rukavice,0,0
2020-05-05,CZ010,Rychlotesty,0,0
2020-05-05,CZ010,Tampóny,0,0
2020-05-05,CZ010,Teploměry,0,0
2020-05-05,CZ010,Termokamery,0,0
2020-05-05,CZ010,Štíty,0,0
2020-05-05,CZ020,Brýle,0,0
2020-05-05,CZ020,Dezinfekce (l),0,0
2020-05-05,CZ020,Filtry k polomaskám,0,0
2020-05-05,CZ020,Návleky na obuv,0,0
2020-05-05,CZ020,Ochranné oděvy,0,0
2020-05-05,CZ020,Odběrové sady,0,0
2020-05-05,CZ020,Ostatní,0,0
2020-05-05,CZ020,Plicní ventilátory,0,0
2020-05-05,CZ020,Polomasky,0,0
2020-05-05,CZ020,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ020,Respirátory,0,0
2020-05-05,CZ020,Roušky,0,0
2020-05-05,CZ020,Rukavice,0,0
2020-05-05,CZ020,Rychlotesty,0,0
2020-05-05,CZ020,Tampóny,0,0
2020-05-05,CZ020,Teploměry,0,0
2020-05-05,CZ020,Termokamery,0,0
2020-05-05,CZ020,Štíty,0,0
2020-05-05,CZ031,Brýle,0,0
2020-05-05,CZ031,Dezinfekce (l),0,0
2020-05-05,CZ031,Filtry k polomaskám,0,0
2020-05-05,CZ031,Návleky na obuv,0,0
2020-05-05,CZ031,Ochranné oděvy,0,0
2020-05-05,CZ031,Odběrové sady,0,0
2020-05-05,CZ031,Ostatní,0,0
2020-05-05,CZ031,Plicní ventilátory,0,0
2020-05-05,CZ031,Polomasky,0,0
2020-05-05,CZ031,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ031,Respirátory,0,0
2020-05-05,CZ031,Roušky,0,0
2020-05-05,CZ031,Rukavice,0,0
2020-05-05,CZ031,Rychlotesty,0,0
2020-05-05,CZ031,Tampóny,0,0
2020-05-05,CZ031,Teploměry,0,0
2020-05-05,CZ031,Termokamery,0,0
2020-05-05,CZ031,Štíty,0,0
2020-05-05,CZ032,Brýle,0,0
2020-05-05,CZ032,Dezinfekce (l),0,0
2020-05-05,CZ032,Filtry k polomaskám,0,0
2020-05-05,CZ032,Návleky na obuv,0,0
2020-05-05,CZ032,Ochranné oděvy,0,0
2020-05-05,CZ032,Odběrové sady,0,0
2020-05-05,CZ032,Ostatní,0,0
2020-05-05,CZ032,Plicní ventilátory,0,0
2020-05-05,CZ032,Polomasky,0,0
2020-05-05,CZ032,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ032,Respirátory,0,0
2020-05-05,CZ032,Roušky,0,0
2020-05-05,CZ032,Rukavice,0,0
2020-05-05,CZ032,Rychlotesty,0,0
2020-05-05,CZ032,Tampóny,0,0
2020-05-05,CZ032,Teploměry,0,0
2020-05-05,CZ032,Termokamery,0,0
2020-05-05,CZ032,Štíty,0,0
2020-05-05,CZ041,Brýle,0,0
2020-05-05,CZ041,Dezinfekce (l),0,0
2020-05-05,CZ041,Filtry k polomaskám,0,0
2020-05-05,CZ041,Návleky na obuv,0,0
2020-05-05,CZ041,Ochranné oděvy,0,0
2020-05-05,CZ041,Odběrové sady,0,0
2020-05-05,CZ041,Ostatní,0,0
2020-05-05,CZ041,Plicní ventilátory,0,0
2020-05-05,CZ041,Polomasky,0,0
2020-05-05,CZ041,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ041,Respirátory,0,0
2020-05-05,CZ041,Roušky,0,0
2020-05-05,CZ041,Rukavice,0,0
2020-05-05,CZ041,Rychlotesty,0,0
2020-05-05,CZ041,Tampóny,0,0
2020-05-05,CZ041,Teploměry,0,0
2020-05-05,CZ041,Termokamery,0,0
2020-05-05,CZ041,Štíty,0,0
2020-05-05,CZ042,Brýle,0,0
2020-05-05,CZ042,Dezinfekce (l),0,0
2020-05-05,CZ042,Filtry k polomaskám,0,0
2020-05-05,CZ042,Návleky na obuv,0,0
2020-05-05,CZ042,Ochranné oděvy,0,0
2020-05-05,CZ042,Odběrové sady,0,0
2020-05-05,CZ042,Ostatní,0,0
2020-05-05,CZ042,Plicní ventilátory,0,0
2020-05-05,CZ042,Polomasky,0,0
2020-05-05,CZ042,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ042,Respirátory,0,0
2020-05-05,CZ042,Roušky,0,0
2020-05-05,CZ042,Rukavice,0,0
2020-05-05,CZ042,Rychlotesty,0,0
2020-05-05,CZ042,Tampóny,0,0
2020-05-05,CZ042,Teploměry,0,0
2020-05-05,CZ042,Termokamery,0,0
2020-05-05,CZ042,Štíty,0,0
2020-05-05,CZ051,Brýle,0,0
2020-05-05,CZ051,Dezinfekce (l),0,0
2020-05-05,CZ051,Filtry k polomaskám,0,0
2020-05-05,CZ051,Návleky na obuv,0,0
2020-05-05,CZ051,Ochranné oděvy,0,0
2020-05-05,CZ051,Odběrové sady,0,0
2020-05-05,CZ051,Ostatní,0,0
2020-05-05,CZ051,Plicní ventilátory,0,0
2020-05-05,CZ051,Polomasky,0,0
2020-05-05,CZ051,Příslušenství k plicním ventilátorům,0,0
2020-05-05,CZ051,Respirátory,0,0
2020-05-05,CZ051,Roušky,0,0
2020-05-05,CZ051,Rukavice,0,0
2020-05-05,CZ051,Rychlotesty,0,0
2020-05-05,CZ051,Tampóny,0,0
2020-05-05,CZ051,Teploměry,0,0
2020-05-05,CZ051,Termokamery,0,0
2020-05-05,CZ051,Štíty,0,0
2020-05-05,CZ052,Brýle,0,0
