datum,kraj,pomucka,pocet,zmena
2020-04-01,CZ020,Návleky na obuv,0,0
2020-04-01,CZ020,Ochranné oděvy,0,0
2020-04-01,CZ020,Odběrové sady,0,0
2020-04-01,CZ020,Ostatní,0,0
2020-04-01,CZ020,Plicní ventilátory,0,0
2020-04-01,CZ020,Polomasky,0,0
2020-04-01,CZ020,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ020,Respirátory,0,0
2020-04-01,CZ020,Roušky,0,0
2020-04-01,CZ020,Rukavice,0,0
2020-04-01,CZ020,Rychlotesty,0,0
2020-04-01,CZ020,Tampóny,0,0
2020-04-01,CZ020,Teploměry,0,0
2020-04-01,CZ020,Termokamery,0,0
2020-04-01,CZ020,Štíty,0,0
2020-04-01,CZ031,Brýle,0,0
2020-04-01,CZ031,Dezinfekce (l),0,0
2020-04-01,CZ031,Filtry k polomaskám,0,0
2020-04-01,CZ031,Návleky na obuv,0,0
2020-04-01,CZ031,Ochranné oděvy,0,0
2020-04-01,CZ031,Odběrové sady,0,0
2020-04-01,CZ031,Ostatní,0,0
2020-04-01,CZ031,Plicní ventilátory,0,0
2020-04-01,CZ031,Polomasky,0,0
2020-04-01,CZ031,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ031,Respirátory,0,0
2020-04-01,CZ031,Roušky,0,0
2020-04-01,CZ031,Rukavice,0,0
2020-04-01,CZ031,Rychlotesty,0,0
2020-04-01,CZ031,Tampóny,0,0
2020-04-01,CZ031,Teploměry,0,0
2020-04-01,CZ031,Termokamery,0,0
2020-04-01,CZ031,Štíty,0,0
2020-04-01,CZ032,Brýle,0,0
2020-04-01,CZ032,Dezinfekce (l),0,0
2020-04-01,CZ032,Filtry k polomaskám,0,0
2020-04-01,CZ032,Návleky na obuv,0,0
2020-04-01,CZ032,Ochranné oděvy,0,0
2020-04-01,CZ032,Odběrové sady,0,0
2020-04-01,CZ032,Ostatní,0,0
2020-04-01,CZ032,Plicní ventilátory,0,0
2020-04-01,CZ032,Polomasky,0,0
2020-04-01,CZ032,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ032,Respirátory,0,0
2020-04-01,CZ032,Roušky,0,0
2020-04-01,CZ032,Rukavice,0,0
2020-04-01,CZ032,Rychlotesty,0,0
2020-04-01,CZ032,Tampóny,0,0
2020-04-01,CZ032,Teploměry,0,0
2020-04-01,CZ032,Termokamery,0,0
2020-04-01,CZ032,Štíty,0,0
2020-04-01,CZ041,Brýle,0,0
2020-04-01,CZ041,Dezinfekce (l),0,0
2020-04-01,CZ041,Filtry k polomaskám,0,0
2020-04-01,CZ041,Návleky na obuv,0,0
2020-04-01,CZ041,Ochranné oděvy,0,0
2020-04-01,CZ041,Odběrové sady,0,0
2020-04-01,CZ041,Ostatní,0,0
2020-04-01,CZ041,Plicní ventilátory,0,0
2020-04-01,CZ041,Polomasky,0,0
2020-04-01,CZ041,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ041,Respirátory,0,0
2020-04-01,CZ041,Roušky,0,0
2020-04-01,CZ041,Rukavice,0,0
2020-04-01,CZ041,Rychlotesty,0,0
2020-04-01,CZ041,Tampóny,0,0
2020-04-01,CZ041,Teploměry,0,0
2020-04-01,CZ041,Termokamery,0,0
2020-04-01,CZ041,Štíty,0,0
2020-04-01,CZ042,Brýle,0,0
2020-04-01,CZ042,Dezinfekce (l),0,0
2020-04-01,CZ042,Filtry k polomaskám,0,0
2020-04-01,CZ042,Návleky na obuv,0,0
2020-04-01,CZ042,Ochranné oděvy,0,0
2020-04-01,CZ042,Odběrové sady,0,0
2020-04-01,CZ042,Ostatní,0,0
2020-04-01,CZ042,Plicní ventilátory,0,0
2020-04-01,CZ042,Polomasky,0,0
2020-04-01,CZ042,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ042,Respirátory,0,0
2020-04-01,CZ042,Roušky,0,0
2020-04-01,CZ042,Rukavice,0,0
2020-04-01,CZ042,Rychlotesty,0,0
2020-04-01,CZ042,Tampóny,0,0
2020-04-01,CZ042,Teploměry,0,0
2020-04-01,CZ042,Termokamery,0,0
2020-04-01,CZ042,Štíty,0,0
2020-04-01,CZ051,Brýle,0,0
2020-04-01,CZ051,Dezinfekce (l),0,0
2020-04-01,CZ051,Filtry k polomaskám,0,0
2020-04-01,CZ051,Návleky na obuv,0,0
2020-04-01,CZ051,Ochranné oděvy,0,0
2020-04-01,CZ051,Odběrové sady,0,0
2020-04-01,CZ051,Ostatní,0,0
2020-04-01,CZ051,Plicní ventilátory,0,0
2020-04-01,CZ051,Polomasky,0,0
2020-04-01,CZ051,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ051,Respirátory,0,0
2020-04-01,CZ051,Roušky,0,0
2020-04-01,CZ051,Rukavice,0,0
2020-04-01,CZ051,Rychlotesty,0,0
2020-04-01,CZ051,Tampóny,0,0
2020-04-01,CZ051,Teploměry,0,0
2020-04-01,CZ051,Termokamery,0,0
2020-04-01,CZ051,Štíty,0,0
2020-04-01,CZ052,Brýle,0,0
2020-04-01,CZ052,Dezinfekce (l),0,0
2020-04-01,CZ052,Filtry k polomaskám,0,0
2020-04-01,CZ052,Návleky na obuv,0,0
2020-04-01,CZ052,Ochranné oděvy,0,0
2020-04-01,CZ052,Odběrové sady,0,0
2020-04-01,CZ052,Ostatní,0,0
2020-04-01,CZ052,Plicní ventilátory,0,0
2020-04-01,CZ052,Polomasky,0,0
2020-04-01,CZ052,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ052,Respirátory,0,0
2020-04-01,CZ052,Roušky,0,0
2020-04-01,CZ052,Rukavice,0,0
2020-04-01,CZ052,Rychlotesty,0,0
2020-04-01,CZ052,Tampóny,0,0
2020-04-01,CZ052,Teploměry,0,0
2020-04-01,CZ052,Termokamery,0,0
2020-04-01,CZ052,Štíty,0,0
2020-04-01,CZ053,Brýle,0,0
2020-04-01,CZ053,Dezinfekce (l),0,0
2020-04-01,CZ053,Filtry k polomaskám,0,0
2020-04-01,CZ053,Návleky na obuv,0,0
2020-04-01,CZ053,Ochranné oděvy,0,0
2020-04-01,CZ053,Odběrové sady,0,0
2020-04-01,CZ053,Ostatní,0,0
2020-04-01,CZ053,Plicní ventilátory,0,0
2020-04-01,CZ053,Polomasky,0,0
2020-04-01,CZ053,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ053,Respirátory,0,0
2020-04-01,CZ053,Roušky,0,0
2020-04-01,CZ053,Rukavice,0,0
2020-04-01,CZ053,Rychlotesty,0,0
2020-04-01,CZ053,Tampóny,0,0
2020-04-01,CZ053,Teploměry,0,0
2020-04-01,CZ053,Termokamery,0,0
2020-04-01,CZ053,Štíty,0,0
2020-04-01,CZ063,Brýle,0,0
2020-04-01,CZ063,Dezinfekce (l),0,0
2020-04-01,CZ063,Filtry k polomaskám,0,0
2020-04-01,CZ063,Návleky na obuv,0,0
2020-04-01,CZ063,Ochranné oděvy,0,0
2020-04-01,CZ063,Odběrové sady,0,0
2020-04-01,CZ063,Ostatní,0,0
2020-04-01,CZ063,Plicní ventilátory,0,0
2020-04-01,CZ063,Polomasky,0,0
2020-04-01,CZ063,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ063,Respirátory,0,0
2020-04-01,CZ063,Roušky,0,0
2020-04-01,CZ063,Rukavice,0,0
2020-04-01,CZ063,Rychlotesty,0,0
2020-04-01,CZ063,Tampóny,0,0
2020-04-01,CZ063,Teploměry,0,0
2020-04-01,CZ063,Termokamery,0,0
2020-04-01,CZ063,Štíty,0,0
2020-04-01,CZ064,Brýle,0,0
2020-04-01,CZ064,Dezinfekce (l),0,0
2020-04-01,CZ064,Filtry k polomaskám,0,0
2020-04-01,CZ064,Návleky na obuv,0,0
2020-04-01,CZ064,Ochranné oděvy,0,0
2020-04-01,CZ064,Odběrové sady,0,0
2020-04-01,CZ064,Ostatní,0,0
2020-04-01,CZ064,Plicní ventilátory,0,0
2020-04-01,CZ064,Polomasky,0,0
2020-04-01,CZ064,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ064,Respirátory,0,0
2020-04-01,CZ064,Roušky,0,0
2020-04-01,CZ064,Rukavice,0,0
2020-04-01,CZ064,Rychlotesty,0,0
2020-04-01,CZ064,Tampóny,0,0
2020-04-01,CZ064,Teploměry,0,0
2020-04-01,CZ064,Termokamery,0,0
2020-04-01,CZ064,Štíty,0,0
2020-04-01,CZ071,Brýle,0,0
2020-04-01,CZ071,Dezinfekce (l),0,0
2020-04-01,CZ071,Filtry k polomaskám,0,0
2020-04-01,CZ071,Návleky na obuv,0,0
2020-04-01,CZ071,Ochranné oděvy,0,0
2020-04-01,CZ071,Odběrové sady,0,0
2020-04-01,CZ071,Ostatní,0,0
2020-04-01,CZ071,Plicní ventilátory,0,0
2020-04-01,CZ071,Polomasky,0,0
2020-04-01,CZ071,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ071,Respirátory,0,0
2020-04-01,CZ071,Roušky,0,0
2020-04-01,CZ071,Rukavice,0,0
2020-04-01,CZ071,Rychlotesty,0,0
2020-04-01,CZ071,Tampóny,0,0
2020-04-01,CZ071,Teploměry,0,0
2020-04-01,CZ071,Termokamery,0,0
2020-04-01,CZ071,Štíty,0,0
2020-04-01,CZ072,Brýle,0,0
2020-04-01,CZ072,Dezinfekce (l),0,0
2020-04-01,CZ072,Filtry k polomaskám,0,0
2020-04-01,CZ072,Návleky na obuv,0,0
2020-04-01,CZ072,Ochranné oděvy,0,0
2020-04-01,CZ072,Odběrové sady,0,0
2020-04-01,CZ072,Ostatní,0,0
2020-04-01,CZ072,Plicní ventilátory,0,0
2020-04-01,CZ072,Polomasky,0,0
2020-04-01,CZ072,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ072,Respirátory,0,0
2020-04-01,CZ072,Roušky,0,0
2020-04-01,CZ072,Rukavice,0,0
2020-04-01,CZ072,Rychlotesty,0,0
2020-04-01,CZ072,Tampóny,0,0
2020-04-01,CZ072,Teploměry,0,0
2020-04-01,CZ072,Termokamery,0,0
2020-04-01,CZ072,Štíty,0,0
2020-04-01,CZ080,Brýle,0,0
2020-04-01,CZ080,Dezinfekce (l),0,0
2020-04-01,CZ080,Filtry k polomaskám,0,0
2020-04-01,CZ080,Návleky na obuv,0,0
2020-04-01,CZ080,Ochranné oděvy,0,0
2020-04-01,CZ080,Odběrové sady,0,0
2020-04-01,CZ080,Ostatní,0,0
2020-04-01,CZ080,Plicní ventilátory,0,0
2020-04-01,CZ080,Polomasky,0,0
2020-04-01,CZ080,Příslušenství k plicním ventilátorům,0,0
2020-04-01,CZ080,Respirátory,0,0
2020-04-01,CZ080,Roušky,0,0
2020-04-01,CZ080,Rukavice,0,0
2020-04-01,CZ080,Rychlotesty,0,0
2020-04-01,CZ080,Tampóny,0,0
2020-04-01,CZ080,Teploměry,0,0
2020-04-01,CZ080,Termokamery,0,0
2020-04-01,CZ080,Štíty,0,0
2020-04-01,Hlavní město Praha,Brýle,4241,110
2020-04-01,Hlavní město Praha,Dezinfekce (l),8235,150
2020-04-01,Hlavní město Praha,Filtry k polomaskám,0,0
2020-04-01,Hlavní město Praha,Návleky na obuv,2530,0
2020-04-01,Hlavní město Praha,Ochranné oděvy,39933,3706
2020-04-01,Hlavní město Praha,Odběrové sady,13150,0
2020-04-01,Hlavní město Praha,Ostatní,0,0
2020-04-01,Hlavní město Praha,Plicní ventilátory,0,0
2020-04-01,Hlavní město Praha,Polomasky,0,0
2020-04-01,Hlavní město Praha,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Hlavní město Praha,Respirátory,923623,167838
2020-04-01,Hlavní město Praha,Roušky,2058603,15340
2020-04-01,Hlavní město Praha,Rukavice,242540,24340
2020-04-01,Hlavní město Praha,Rychlotesty,19000,0
2020-04-01,Hlavní město Praha,Tampóny,5000,1200
2020-04-01,Hlavní město Praha,Teploměry,0,0
2020-04-01,Hlavní město Praha,Termokamery,0,0
2020-04-01,Hlavní město Praha,Štíty,3112,820
2020-04-01,Jihomoravský kraj,Brýle,1840,0
2020-04-01,Jihomoravský kraj,Dezinfekce (l),7240,0
2020-04-01,Jihomoravský kraj,Filtry k polomaskám,0,0
2020-04-01,Jihomoravský kraj,Návleky na obuv,337,0
2020-04-01,Jihomoravský kraj,Ochranné oděvy,9351,0
2020-04-01,Jihomoravský kraj,Odběrové sady,3700,0
2020-04-01,Jihomoravský kraj,Ostatní,0,0
2020-04-01,Jihomoravský kraj,Plicní ventilátory,0,0
2020-04-01,Jihomoravský kraj,Polomasky,0,0
2020-04-01,Jihomoravský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Jihomoravský kraj,Respirátory,82275,0
2020-04-01,Jihomoravský kraj,Roušky,457367,0
2020-04-01,Jihomoravský kraj,Rukavice,19150,0
2020-04-01,Jihomoravský kraj,Rychlotesty,3000,0
2020-04-01,Jihomoravský kraj,Tampóny,300,0
2020-04-01,Jihomoravský kraj,Teploměry,0,0
2020-04-01,Jihomoravský kraj,Termokamery,0,0
2020-04-01,Jihomoravský kraj,Štíty,1774,0
2020-04-01,Jihočeský kraj,Brýle,916,0
2020-04-01,Jihočeský kraj,Dezinfekce (l),1225,70
2020-04-01,Jihočeský kraj,Filtry k polomaskám,0,0
2020-04-01,Jihočeský kraj,Návleky na obuv,270,0
2020-04-01,Jihočeský kraj,Ochranné oděvy,3252,0
2020-04-01,Jihočeský kraj,Odběrové sady,1000,0
2020-04-01,Jihočeský kraj,Ostatní,0,0
2020-04-01,Jihočeský kraj,Plicní ventilátory,0,0
2020-04-01,Jihočeský kraj,Polomasky,0,0
2020-04-01,Jihočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Jihočeský kraj,Respirátory,31830,140
2020-04-01,Jihočeský kraj,Roušky,117792,2300
2020-04-01,Jihočeský kraj,Rukavice,11990,140
2020-04-01,Jihočeský kraj,Rychlotesty,3000,0
2020-04-01,Jihočeský kraj,Tampóny,300,0
2020-04-01,Jihočeský kraj,Teploměry,0,0
2020-04-01,Jihočeský kraj,Termokamery,0,0
2020-04-01,Jihočeský kraj,Štíty,486,0
2020-04-01,Karlovarský kraj,Brýle,60,0
2020-04-01,Karlovarský kraj,Dezinfekce (l),1185,30
2020-04-01,Karlovarský kraj,Filtry k polomaskám,0,0
2020-04-01,Karlovarský kraj,Návleky na obuv,1000,0
2020-04-01,Karlovarský kraj,Ochranné oděvy,1364,0
2020-04-01,Karlovarský kraj,Odběrové sady,0,0
2020-04-01,Karlovarský kraj,Ostatní,0,0
2020-04-01,Karlovarský kraj,Plicní ventilátory,0,0
2020-04-01,Karlovarský kraj,Polomasky,0,0
2020-04-01,Karlovarský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Karlovarský kraj,Respirátory,13871,60
2020-04-01,Karlovarský kraj,Roušky,40449,1200
2020-04-01,Karlovarský kraj,Rukavice,11660,60
2020-04-01,Karlovarský kraj,Rychlotesty,3000,0
2020-04-01,Karlovarský kraj,Tampóny,2300,0
2020-04-01,Karlovarský kraj,Teploměry,0,0
2020-04-01,Karlovarský kraj,Termokamery,0,0
2020-04-01,Karlovarský kraj,Štíty,60,0
2020-04-01,Kraj Vysočina,Brýle,350,0
2020-04-01,Kraj Vysočina,Dezinfekce (l),1015,45
2020-04-01,Kraj Vysočina,Filtry k polomaskám,0,0
2020-04-01,Kraj Vysočina,Návleky na obuv,9100,0
2020-04-01,Kraj Vysočina,Ochranné oděvy,1734,0
2020-04-01,Kraj Vysočina,Odběrové sady,1000,0
2020-04-01,Kraj Vysočina,Ostatní,0,0
2020-04-01,Kraj Vysočina,Plicní ventilátory,0,0
2020-04-01,Kraj Vysočina,Polomasky,0,0
2020-04-01,Kraj Vysočina,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Kraj Vysočina,Respirátory,24345,3300
2020-04-01,Kraj Vysočina,Roušky,82156,1900
2020-04-01,Kraj Vysočina,Rukavice,20082,82
2020-04-01,Kraj Vysočina,Rychlotesty,3000,0
2020-04-01,Kraj Vysočina,Tampóny,2600,2000
2020-04-01,Kraj Vysočina,Teploměry,0,0
2020-04-01,Kraj Vysočina,Termokamery,0,0
2020-04-01,Kraj Vysočina,Štíty,90,0
2020-04-01,Královéhradecký kraj,Brýle,990,0
2020-04-01,Královéhradecký kraj,Dezinfekce (l),925,55
2020-04-01,Královéhradecký kraj,Filtry k polomaskám,0,0
2020-04-01,Královéhradecký kraj,Návleky na obuv,0,0
2020-04-01,Královéhradecký kraj,Ochranné oděvy,899,0
2020-04-01,Královéhradecký kraj,Odběrové sady,2000,0
2020-04-01,Královéhradecký kraj,Ostatní,0,0
2020-04-01,Královéhradecký kraj,Plicní ventilátory,0,0
2020-04-01,Královéhradecký kraj,Polomasky,0,0
2020-04-01,Královéhradecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Královéhradecký kraj,Respirátory,32440,120
2020-04-01,Královéhradecký kraj,Roušky,229767,2050
2020-04-01,Královéhradecký kraj,Rukavice,7608,108
2020-04-01,Královéhradecký kraj,Rychlotesty,3000,0
2020-04-01,Královéhradecký kraj,Tampóny,300,0
2020-04-01,Královéhradecký kraj,Teploměry,0,0
2020-04-01,Královéhradecký kraj,Termokamery,0,0
2020-04-01,Královéhradecký kraj,Štíty,335,0
2020-04-01,Liberecký kraj,Brýle,290,0
2020-04-01,Liberecký kraj,Dezinfekce (l),1020,40
2020-04-01,Liberecký kraj,Filtry k polomaskám,0,0
2020-04-01,Liberecký kraj,Návleky na obuv,350,0
2020-04-01,Liberecký kraj,Ochranné oděvy,1118,0
2020-04-01,Liberecký kraj,Odběrové sady,1300,0
2020-04-01,Liberecký kraj,Ostatní,0,0
2020-04-01,Liberecký kraj,Plicní ventilátory,0,0
2020-04-01,Liberecký kraj,Polomasky,0,0
2020-04-01,Liberecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Liberecký kraj,Respirátory,30280,80
2020-04-01,Liberecký kraj,Roušky,110640,1650
2020-04-01,Liberecký kraj,Rukavice,11130,80
2020-04-01,Liberecký kraj,Rychlotesty,3000,0
2020-04-01,Liberecký kraj,Tampóny,300,0
2020-04-01,Liberecký kraj,Teploměry,0,0
2020-04-01,Liberecký kraj,Termokamery,0,0
2020-04-01,Liberecký kraj,Štíty,75,0
2020-04-01,Moravskoslezský kraj,Brýle,1992,0
2020-04-01,Moravskoslezský kraj,Dezinfekce (l),2725,110
2020-04-01,Moravskoslezský kraj,Filtry k polomaskám,0,0
2020-04-01,Moravskoslezský kraj,Návleky na obuv,1232,0
2020-04-01,Moravskoslezský kraj,Ochranné oděvy,8974,0
2020-04-01,Moravskoslezský kraj,Odběrové sady,1800,0
2020-04-01,Moravskoslezský kraj,Ostatní,0,0
2020-04-01,Moravskoslezský kraj,Plicní ventilátory,0,0
2020-04-01,Moravskoslezský kraj,Polomasky,0,0
2020-04-01,Moravskoslezský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Moravskoslezský kraj,Respirátory,37355,260
2020-04-01,Moravskoslezský kraj,Roušky,235259,4550
2020-04-01,Moravskoslezský kraj,Rukavice,54820,220
2020-04-01,Moravskoslezský kraj,Rychlotesty,6000,0
2020-04-01,Moravskoslezský kraj,Tampóny,2900,600
2020-04-01,Moravskoslezský kraj,Teploměry,0,0
2020-04-01,Moravskoslezský kraj,Termokamery,0,0
2020-04-01,Moravskoslezský kraj,Štíty,89,0
2020-04-01,Olomoucký kraj,Brýle,1635,0
2020-04-01,Olomoucký kraj,Dezinfekce (l),2625,70
2020-04-01,Olomoucký kraj,Filtry k polomaskám,0,0
2020-04-01,Olomoucký kraj,Návleky na obuv,550,0
2020-04-01,Olomoucký kraj,Ochranné oděvy,5088,0
2020-04-01,Olomoucký kraj,Odběrové sady,2000,0
2020-04-01,Olomoucký kraj,Ostatní,0,0
2020-04-01,Olomoucký kraj,Plicní ventilátory,0,0
2020-04-01,Olomoucký kraj,Polomasky,0,0
2020-04-01,Olomoucký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Olomoucký kraj,Respirátory,46570,140
2020-04-01,Olomoucký kraj,Roušky,237173,2550
2020-04-01,Olomoucký kraj,Rukavice,34935,135
2020-04-01,Olomoucký kraj,Rychlotesty,29000,0
2020-04-01,Olomoucký kraj,Tampóny,1200,600
2020-04-01,Olomoucký kraj,Teploměry,0,0
2020-04-01,Olomoucký kraj,Termokamery,0,0
2020-04-01,Olomoucký kraj,Štíty,985,0
2020-04-01,Pardubický kraj,Brýle,900,0
2020-04-01,Pardubický kraj,Dezinfekce (l),720,105
2020-04-01,Pardubický kraj,Filtry k polomaskám,0,0
2020-04-01,Pardubický kraj,Návleky na obuv,150,0
2020-04-01,Pardubický kraj,Ochranné oděvy,4586,0
2020-04-01,Pardubický kraj,Odběrové sady,1000,0
2020-04-01,Pardubický kraj,Ostatní,0,0
2020-04-01,Pardubický kraj,Plicní ventilátory,0,0
2020-04-01,Pardubický kraj,Polomasky,0,0
2020-04-01,Pardubický kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Pardubický kraj,Respirátory,18465,120
2020-04-01,Pardubický kraj,Roušky,82794,1850
2020-04-01,Pardubický kraj,Rukavice,14300,100
2020-04-01,Pardubický kraj,Rychlotesty,3000,0
2020-04-01,Pardubický kraj,Tampóny,300,0
2020-04-01,Pardubický kraj,Teploměry,0,0
2020-04-01,Pardubický kraj,Termokamery,0,0
2020-04-01,Pardubický kraj,Štíty,570,0
2020-04-01,Plzeňský kraj,Brýle,904,0
2020-04-01,Plzeňský kraj,Dezinfekce (l),5315,130
2020-04-01,Plzeňský kraj,Filtry k polomaskám,0,0
2020-04-01,Plzeňský kraj,Návleky na obuv,3200,0
2020-04-01,Plzeňský kraj,Ochranné oděvy,6529,0
2020-04-01,Plzeňský kraj,Odběrové sady,3100,0
2020-04-01,Plzeňský kraj,Ostatní,0,0
2020-04-01,Plzeňský kraj,Plicní ventilátory,0,0
2020-04-01,Plzeňský kraj,Polomasky,0,0
2020-04-01,Plzeňský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Plzeňský kraj,Respirátory,42175,120
2020-04-01,Plzeňský kraj,Roušky,259249,2150
2020-04-01,Plzeňský kraj,Rukavice,10410,110
2020-04-01,Plzeňský kraj,Rychlotesty,3000,0
2020-04-01,Plzeňský kraj,Tampóny,300,0
2020-04-01,Plzeňský kraj,Teploměry,0,0
2020-04-01,Plzeňský kraj,Termokamery,0,0
2020-04-01,Plzeňský kraj,Štíty,232,0
2020-04-01,Středočeský kraj,Brýle,380,0
2020-04-01,Středočeský kraj,Dezinfekce (l),705,80
2020-04-01,Středočeský kraj,Filtry k polomaskám,0,0
2020-04-01,Středočeský kraj,Návleky na obuv,50,0
2020-04-01,Středočeský kraj,Ochranné oděvy,3137,0
2020-04-01,Středočeský kraj,Odběrové sady,300,0
2020-04-01,Středočeský kraj,Ostatní,0,0
2020-04-01,Středočeský kraj,Plicní ventilátory,0,0
2020-04-01,Středočeský kraj,Polomasky,0,0
2020-04-01,Středočeský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Středočeský kraj,Respirátory,13520,240
2020-04-01,Středočeský kraj,Roušky,39255,5100
2020-04-01,Středočeský kraj,Rukavice,40503,15253
2020-04-01,Středočeský kraj,Rychlotesty,12000,0
2020-04-01,Středočeský kraj,Tampóny,200,0
2020-04-01,Středočeský kraj,Teploměry,0,0
2020-04-01,Středočeský kraj,Termokamery,0,0
2020-04-01,Středočeský kraj,Štíty,57,0
2020-04-01,Zlínský kraj,Brýle,660,0
2020-04-01,Zlínský kraj,Dezinfekce (l),730,0
2020-04-01,Zlínský kraj,Filtry k polomaskám,0,0
2020-04-01,Zlínský kraj,Návleky na obuv,100,0
2020-04-01,Zlínský kraj,Ochranné oděvy,2429,0
2020-04-01,Zlínský kraj,Odběrové sady,1500,0
2020-04-01,Zlínský kraj,Ostatní,0,0
2020-04-01,Zlínský kraj,Plicní ventilátory,0,0
2020-04-01,Zlínský kraj,Polomasky,0,0
2020-04-01,Zlínský kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Zlínský kraj,Respirátory,30800,120
2020-04-01,Zlínský kraj,Roušky,89937,2150
2020-04-01,Zlínský kraj,Rukavice,24557,107
2020-04-01,Zlínský kraj,Rychlotesty,2000,0
2020-04-01,Zlínský kraj,Tampóny,300,0
2020-04-01,Zlínský kraj,Teploměry,0,0
2020-04-01,Zlínský kraj,Termokamery,0,0
2020-04-01,Zlínský kraj,Štíty,410,0
2020-04-01,Ústecký kraj,Brýle,820,0
2020-04-01,Ústecký kraj,Dezinfekce (l),1770,55
2020-04-01,Ústecký kraj,Filtry k polomaskám,0,0
2020-04-01,Ústecký kraj,Návleky na obuv,0,0
2020-04-01,Ústecký kraj,Ochranné oděvy,2420,0
2020-04-01,Ústecký kraj,Odběrové sady,2100,0
2020-04-01,Ústecký kraj,Ostatní,0,0
2020-04-01,Ústecký kraj,Plicní ventilátory,0,0
2020-04-01,Ústecký kraj,Polomasky,0,0
2020-04-01,Ústecký kraj,Příslušenství k plicním ventilátorům,0,0
2020-04-01,Ústecký kraj,Respirátory,35995,260
2020-04-01,Ústecký kraj,Roušky,97855,2850
2020-04-01,Ústecký kraj,Rukavice,25060,160
2020-04-01,Ústecký kraj,Rychlotesty,3000,0
2020-04-01,Ústecký kraj,Tampóny,400,0
2020-04-01,Ústecký kraj,Teploměry,0,0
2020-04-01,Ústecký kraj,Termokamery,0,0
2020-04-01,Ústecký kraj,Štíty,1040,0
2020-04-03,CZ010,Brýle,0,0
2020-04-03,CZ010,Dezinfekce (l),0,0
2020-04-03,CZ010,Filtry k polomaskám,0,0
2020-04-03,CZ010,Návleky na obuv,0,0
2020-04-03,CZ010,Ochranné oděvy,0,0
2020-04-03,CZ010,Odběrové sady,0,0
2020-04-03,CZ010,Ostatní,0,0
2020-04-03,CZ010,Plicní ventilátory,0,0
2020-04-03,CZ010,Polomasky,0,0
2020-04-03,CZ010,Příslušenství k plicním ventilátorům,0,0
2020-04-03,CZ010,Respirátory,0,0
2020-04-03,CZ010,Roušky,0,0
2020-04-03,CZ010,Rukavice,0,0
2020-04-03,CZ010,Rychlotesty,0,0
2020-04-03,CZ010,Tampóny,0,0
2020-04-03,CZ010,Teploměry,0,0
2020-04-03,CZ010,Termokamery,0,0
2020-04-03,CZ010,Štíty,0,0
2020-04-03,CZ020,Brýle,0,0
2020-04-03,CZ020,Dezinfekce (l),0,0
2020-04-03,CZ020,Filtry k polomaskám,0,0
2020-04-03,CZ020,Návleky na obuv,0,0
