datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-03-28,CZ0522,CZ052,5,0,0
2020-03-28,CZ0523,CZ052,37,1,0
2020-03-28,CZ0524,CZ052,2,0,0
2020-03-28,CZ0525,CZ052,8,0,0
2020-03-28,CZ0531,CZ053,24,0,0
2020-03-28,CZ0532,CZ053,24,0,1
2020-03-28,CZ0533,CZ053,10,0,0
2020-03-28,CZ0534,CZ053,13,0,0
2020-03-28,CZ0631,CZ063,53,0,0
2020-03-28,CZ0632,CZ063,10,0,0
2020-03-28,CZ0633,CZ063,0,0,0
2020-03-28,CZ0634,CZ063,16,0,0
2020-03-28,CZ0635,CZ063,18,0,0
2020-03-28,CZ0641,CZ064,4,1,0
2020-03-28,CZ0642,CZ064,70,1,0
2020-03-28,CZ0643,CZ064,24,1,0
2020-03-28,CZ0644,CZ064,21,3,0
2020-03-28,CZ0645,CZ064,7,1,0
2020-03-28,CZ0646,CZ064,1,0,0
2020-03-28,CZ0647,CZ064,18,1,0
2020-03-28,CZ0711,CZ071,2,0,0
2020-03-28,CZ0712,CZ071,190,3,2
2020-03-28,CZ0713,CZ071,33,0,0
2020-03-28,CZ0714,CZ071,10,0,0
2020-03-28,CZ0715,CZ071,9,0,0
2020-03-28,CZ0721,CZ072,14,0,0
2020-03-28,CZ0722,CZ072,61,0,0
2020-03-28,CZ0723,CZ072,12,0,0
2020-03-28,CZ0724,CZ072,28,0,0
2020-03-28,CZ0801,CZ080,20,0,0
2020-03-28,CZ0802,CZ080,83,0,1
2020-03-28,CZ0803,CZ080,44,0,0
2020-03-28,CZ0804,CZ080,22,0,0
2020-03-28,CZ0805,CZ080,27,0,0
2020-03-28,CZ0806,CZ080,75,0,0
2020-03-29,CZ0100,CZ010,823,30,13
2020-03-29,CZ020A,CZ020,63,2,0
2020-03-29,CZ020B,CZ020,30,0,0
2020-03-29,CZ020C,CZ020,7,0,0
2020-03-29,CZ0201,CZ020,30,0,0
2020-03-29,CZ0202,CZ020,24,1,0
2020-03-29,CZ0203,CZ020,47,2,1
2020-03-29,CZ0204,CZ020,21,0,0
2020-03-29,CZ0205,CZ020,6,0,0
2020-03-29,CZ0206,CZ020,30,3,0
2020-03-29,CZ0207,CZ020,14,0,0
2020-03-29,CZ0208,CZ020,18,2,0
2020-03-29,CZ0209,CZ020,79,1,1
2020-03-29,CZ0311,CZ031,15,0,0
2020-03-29,CZ0312,CZ031,21,0,0
2020-03-29,CZ0313,CZ031,4,0,0
2020-03-29,CZ0314,CZ031,4,1,0
2020-03-29,CZ0315,CZ031,13,0,0
2020-03-29,CZ0316,CZ031,22,0,0
2020-03-29,CZ0317,CZ031,6,0,0
2020-03-29,CZ0321,CZ032,56,0,0
2020-03-29,CZ0322,CZ032,10,0,0
2020-03-29,CZ0323,CZ032,33,1,0
2020-03-29,CZ0324,CZ032,4,0,0
2020-03-29,CZ0325,CZ032,5,0,0
2020-03-29,CZ0326,CZ032,1,0,0
2020-03-29,CZ0327,CZ032,10,0,0
2020-03-29,CZ0411,CZ041,58,0,1
2020-03-29,CZ0412,CZ041,27,3,0
2020-03-29,CZ0413,CZ041,9,0,0
2020-03-29,CZ0421,CZ042,23,5,0
2020-03-29,CZ0422,CZ042,9,0,0
2020-03-29,CZ0423,CZ042,41,1,1
2020-03-29,CZ0424,CZ042,5,0,0
2020-03-29,CZ0425,CZ042,10,0,0
2020-03-29,CZ0426,CZ042,3,0,0
2020-03-29,CZ0427,CZ042,32,1,0
2020-03-29,CZ0511,CZ051,3,0,0
2020-03-29,CZ0512,CZ051,27,0,0
2020-03-29,CZ0513,CZ051,42,0,0
2020-03-29,CZ0514,CZ051,12,0,0
2020-03-29,CZ0521,CZ052,31,0,0
2020-03-29,CZ0522,CZ052,6,0,0
2020-03-29,CZ0523,CZ052,39,1,0
2020-03-29,CZ0524,CZ052,2,0,0
2020-03-29,CZ0525,CZ052,8,0,0
2020-03-29,CZ0531,CZ053,26,0,0
2020-03-29,CZ0532,CZ053,26,0,2
2020-03-29,CZ0533,CZ053,10,0,0
2020-03-29,CZ0534,CZ053,13,0,0
2020-03-29,CZ0631,CZ063,54,0,1
2020-03-29,CZ0632,CZ063,10,0,0
2020-03-29,CZ0633,CZ063,0,0,0
2020-03-29,CZ0634,CZ063,16,0,0
2020-03-29,CZ0635,CZ063,18,0,0
2020-03-29,CZ0641,CZ064,4,1,0
2020-03-29,CZ0642,CZ064,79,2,0
2020-03-29,CZ0643,CZ064,25,3,0
2020-03-29,CZ0644,CZ064,21,3,0
2020-03-29,CZ0645,CZ064,7,1,0
2020-03-29,CZ0646,CZ064,1,0,0
2020-03-29,CZ0647,CZ064,25,1,0
2020-03-29,CZ0711,CZ071,2,0,0
2020-03-29,CZ0712,CZ071,208,3,2
2020-03-29,CZ0713,CZ071,33,0,0
2020-03-29,CZ0714,CZ071,11,0,0
2020-03-29,CZ0715,CZ071,10,0,0
2020-03-29,CZ0721,CZ072,15,0,0
2020-03-29,CZ0722,CZ072,73,1,0
2020-03-29,CZ0723,CZ072,12,1,0
2020-03-29,CZ0724,CZ072,29,0,0
2020-03-29,CZ0801,CZ080,20,0,0
2020-03-29,CZ0802,CZ080,87,0,1
2020-03-29,CZ0803,CZ080,45,0,0
2020-03-29,CZ0804,CZ080,23,0,0
2020-03-29,CZ0805,CZ080,27,0,0
2020-03-29,CZ0806,CZ080,78,1,0
2020-03-30,CZ0100,CZ010,860,38,17
2020-03-30,CZ020A,CZ020,66,2,0
2020-03-30,CZ020B,CZ020,30,0,0
2020-03-30,CZ020C,CZ020,7,0,0
2020-03-30,CZ0201,CZ020,35,0,0
2020-03-30,CZ0202,CZ020,24,1,0
2020-03-30,CZ0203,CZ020,48,2,1
2020-03-30,CZ0204,CZ020,21,0,0
2020-03-30,CZ0205,CZ020,6,0,0
2020-03-30,CZ0206,CZ020,32,3,0
2020-03-30,CZ0207,CZ020,16,1,0
2020-03-30,CZ0208,CZ020,18,2,0
2020-03-30,CZ0209,CZ020,80,1,1
2020-03-30,CZ0311,CZ031,16,0,0
2020-03-30,CZ0312,CZ031,21,0,0
2020-03-30,CZ0313,CZ031,4,0,0
2020-03-30,CZ0314,CZ031,6,1,0
2020-03-30,CZ0315,CZ031,14,0,0
2020-03-30,CZ0316,CZ031,24,0,0
2020-03-30,CZ0317,CZ031,8,1,0
2020-03-30,CZ0321,CZ032,74,0,0
2020-03-30,CZ0322,CZ032,11,0,0
2020-03-30,CZ0323,CZ032,35,3,0
2020-03-30,CZ0324,CZ032,4,0,0
2020-03-30,CZ0325,CZ032,6,0,0
2020-03-30,CZ0326,CZ032,1,0,0
2020-03-30,CZ0327,CZ032,10,0,0
2020-03-30,CZ0411,CZ041,62,0,1
2020-03-30,CZ0412,CZ041,29,5,0
2020-03-30,CZ0413,CZ041,9,0,0
2020-03-30,CZ0421,CZ042,25,9,0
2020-03-30,CZ0422,CZ042,10,0,0
2020-03-30,CZ0423,CZ042,57,3,1
2020-03-30,CZ0424,CZ042,6,0,0
2020-03-30,CZ0425,CZ042,11,0,0
2020-03-30,CZ0426,CZ042,5,0,0
2020-03-30,CZ0427,CZ042,39,1,0
2020-03-30,CZ0511,CZ051,4,0,0
2020-03-30,CZ0512,CZ051,28,0,0
2020-03-30,CZ0513,CZ051,44,0,0
2020-03-30,CZ0514,CZ051,13,0,0
2020-03-30,CZ0521,CZ052,32,1,0
2020-03-30,CZ0522,CZ052,8,0,0
2020-03-30,CZ0523,CZ052,44,1,0
2020-03-30,CZ0524,CZ052,2,0,0
2020-03-30,CZ0525,CZ052,8,0,0
2020-03-30,CZ0531,CZ053,26,0,0
2020-03-30,CZ0532,CZ053,30,0,2
2020-03-30,CZ0533,CZ053,10,0,0
2020-03-30,CZ0534,CZ053,13,1,0
2020-03-30,CZ0631,CZ063,56,0,1
2020-03-30,CZ0632,CZ063,10,0,0
2020-03-30,CZ0633,CZ063,0,0,0
2020-03-30,CZ0634,CZ063,18,0,0
2020-03-30,CZ0635,CZ063,19,0,0
2020-03-30,CZ0641,CZ064,4,1,0
2020-03-30,CZ0642,CZ064,81,3,0
2020-03-30,CZ0643,CZ064,29,3,0
2020-03-30,CZ0644,CZ064,23,3,0
2020-03-30,CZ0645,CZ064,8,1,0
2020-03-30,CZ0646,CZ064,2,0,0
2020-03-30,CZ0647,CZ064,26,1,0
2020-03-30,CZ0711,CZ071,2,0,0
2020-03-30,CZ0712,CZ071,227,3,2
2020-03-30,CZ0713,CZ071,33,0,0
2020-03-30,CZ0714,CZ071,11,0,0
2020-03-30,CZ0715,CZ071,10,1,0
2020-03-30,CZ0721,CZ072,15,0,0
2020-03-30,CZ0722,CZ072,75,1,0
2020-03-30,CZ0723,CZ072,12,2,0
2020-03-30,CZ0724,CZ072,29,0,0
2020-03-30,CZ0801,CZ080,20,0,0
2020-03-30,CZ0802,CZ080,90,2,1
2020-03-30,CZ0803,CZ080,47,0,0
2020-03-30,CZ0804,CZ080,23,0,0
2020-03-30,CZ0805,CZ080,29,0,1
2020-03-30,CZ0806,CZ080,84,2,0
2020-03-31,CZ0100,CZ010,918,45,20
2020-03-31,CZ020A,CZ020,73,2,0
2020-03-31,CZ020B,CZ020,31,0,0
2020-03-31,CZ020C,CZ020,7,0,0
2020-03-31,CZ0201,CZ020,38,0,0
2020-03-31,CZ0202,CZ020,26,1,0
2020-03-31,CZ0203,CZ020,49,2,1
2020-03-31,CZ0204,CZ020,22,0,0
2020-03-31,CZ0205,CZ020,6,0,0
2020-03-31,CZ0206,CZ020,35,3,0
2020-03-31,CZ0207,CZ020,18,1,1
2020-03-31,CZ0208,CZ020,22,2,0
2020-03-31,CZ0209,CZ020,87,1,1
2020-03-31,CZ0311,CZ031,17,0,0
2020-03-31,CZ0312,CZ031,21,0,0
2020-03-31,CZ0313,CZ031,5,0,0
2020-03-31,CZ0314,CZ031,8,1,0
2020-03-31,CZ0315,CZ031,15,0,0
2020-03-31,CZ0316,CZ031,24,1,0
2020-03-31,CZ0317,CZ031,11,1,0
2020-03-31,CZ0321,CZ032,91,0,0
2020-03-31,CZ0322,CZ032,13,0,0
2020-03-31,CZ0323,CZ032,38,5,0
2020-03-31,CZ0324,CZ032,5,0,0
2020-03-31,CZ0325,CZ032,6,1,0
2020-03-31,CZ0326,CZ032,1,0,0
2020-03-31,CZ0327,CZ032,12,0,0
2020-03-31,CZ0411,CZ041,65,3,2
2020-03-31,CZ0412,CZ041,30,5,0
2020-03-31,CZ0413,CZ041,11,0,0
2020-03-31,CZ0421,CZ042,28,9,0
2020-03-31,CZ0422,CZ042,10,0,0
2020-03-31,CZ0423,CZ042,93,3,1
2020-03-31,CZ0424,CZ042,9,0,0
2020-03-31,CZ0425,CZ042,12,0,0
2020-03-31,CZ0426,CZ042,15,0,0
2020-03-31,CZ0427,CZ042,40,1,0
2020-03-31,CZ0511,CZ051,4,0,0
2020-03-31,CZ0512,CZ051,43,2,0
2020-03-31,CZ0513,CZ051,47,0,0
2020-03-31,CZ0514,CZ051,17,0,0
2020-03-31,CZ0521,CZ052,34,1,0
2020-03-31,CZ0522,CZ052,9,0,0
2020-03-31,CZ0523,CZ052,45,1,0
2020-03-31,CZ0524,CZ052,6,0,0
2020-03-31,CZ0525,CZ052,11,0,0
2020-03-31,CZ0531,CZ053,34,0,0
2020-03-31,CZ0532,CZ053,42,0,2
2020-03-31,CZ0533,CZ053,13,0,0
2020-03-31,CZ0534,CZ053,16,1,0
2020-03-31,CZ0631,CZ063,56,0,1
2020-03-31,CZ0632,CZ063,10,1,0
2020-03-31,CZ0633,CZ063,0,0,0
2020-03-31,CZ0634,CZ063,18,0,0
2020-03-31,CZ0635,CZ063,26,0,0
2020-03-31,CZ0641,CZ064,4,1,0
2020-03-31,CZ0642,CZ064,86,5,0
2020-03-31,CZ0643,CZ064,30,3,0
2020-03-31,CZ0644,CZ064,26,4,0
2020-03-31,CZ0645,CZ064,8,1,0
2020-03-31,CZ0646,CZ064,2,0,0
2020-03-31,CZ0647,CZ064,26,1,0
2020-03-31,CZ0711,CZ071,2,0,0
2020-03-31,CZ0712,CZ071,247,3,3
2020-03-31,CZ0713,CZ071,33,0,0
2020-03-31,CZ0714,CZ071,11,0,0
2020-03-31,CZ0715,CZ071,10,1,0
2020-03-31,CZ0721,CZ072,16,0,0
2020-03-31,CZ0722,CZ072,89,1,0
2020-03-31,CZ0723,CZ072,13,2,0
2020-03-31,CZ0724,CZ072,29,0,0
2020-03-31,CZ0801,CZ080,20,0,1
2020-03-31,CZ0802,CZ080,93,3,1
2020-03-31,CZ0803,CZ080,47,0,0
2020-03-31,CZ0804,CZ080,23,0,0
2020-03-31,CZ0805,CZ080,29,0,1
2020-03-31,CZ0806,CZ080,94,2,0
2020-04-01,CZ0100,CZ010,996,57,23
2020-04-01,CZ020A,CZ020,79,5,0
2020-04-01,CZ020B,CZ020,31,0,0
2020-04-01,CZ020C,CZ020,8,0,0
2020-04-01,CZ0201,CZ020,39,0,0
2020-04-01,CZ0202,CZ020,28,1,0
2020-04-01,CZ0203,CZ020,55,2,2
2020-04-01,CZ0204,CZ020,22,0,0
2020-04-01,CZ0205,CZ020,6,0,0
2020-04-01,CZ0206,CZ020,36,3,0
2020-04-01,CZ0207,CZ020,24,1,1
2020-04-01,CZ0208,CZ020,22,2,0
2020-04-01,CZ0209,CZ020,90,1,1
2020-04-01,CZ0311,CZ031,18,0,0
2020-04-01,CZ0312,CZ031,21,0,0
2020-04-01,CZ0313,CZ031,7,1,0
2020-04-01,CZ0314,CZ031,8,1,0
2020-04-01,CZ0315,CZ031,15,0,0
2020-04-01,CZ0316,CZ031,28,1,0
2020-04-01,CZ0317,CZ031,13,1,0
2020-04-01,CZ0321,CZ032,96,3,0
2020-04-01,CZ0322,CZ032,13,0,0
2020-04-01,CZ0323,CZ032,41,8,0
2020-04-01,CZ0324,CZ032,5,1,0
2020-04-01,CZ0325,CZ032,7,1,0
2020-04-01,CZ0326,CZ032,1,0,0
2020-04-01,CZ0327,CZ032,13,0,0
2020-04-01,CZ0411,CZ041,68,3,2
2020-04-01,CZ0412,CZ041,33,5,1
2020-04-01,CZ0413,CZ041,13,2,0
2020-04-01,CZ0421,CZ042,31,9,0
2020-04-01,CZ0422,CZ042,12,1,0
2020-04-01,CZ0423,CZ042,99,3,2
2020-04-01,CZ0424,CZ042,10,0,0
2020-04-01,CZ0425,CZ042,12,0,0
2020-04-01,CZ0426,CZ042,15,0,0
2020-04-01,CZ0427,CZ042,40,1,0
2020-04-01,CZ0511,CZ051,4,0,0
2020-04-01,CZ0512,CZ051,48,2,0
2020-04-01,CZ0513,CZ051,51,0,0
2020-04-01,CZ0514,CZ051,25,1,0
2020-04-01,CZ0521,CZ052,34,2,0
2020-04-01,CZ0522,CZ052,10,0,0
2020-04-01,CZ0523,CZ052,47,1,0
2020-04-01,CZ0524,CZ052,6,0,0
2020-04-01,CZ0525,CZ052,11,0,0
2020-04-01,CZ0531,CZ053,37,0,0
2020-04-01,CZ0532,CZ053,52,0,2
2020-04-01,CZ0533,CZ053,14,0,0
2020-04-01,CZ0534,CZ053,16,7,0
2020-04-01,CZ0631,CZ063,58,0,1
2020-04-01,CZ0632,CZ063,11,1,0
2020-04-01,CZ0633,CZ063,0,0,0
2020-04-01,CZ0634,CZ063,19,0,0
2020-04-01,CZ0635,CZ063,31,0,0
2020-04-01,CZ0641,CZ064,5,1,0
2020-04-01,CZ0642,CZ064,91,7,0
2020-04-01,CZ0643,CZ064,34,4,0
2020-04-01,CZ0644,CZ064,42,5,1
2020-04-01,CZ0645,CZ064,8,1,0
2020-04-01,CZ0646,CZ064,4,0,0
2020-04-01,CZ0647,CZ064,33,1,0
2020-04-01,CZ0711,CZ071,2,0,0
2020-04-01,CZ0712,CZ071,273,4,3
2020-04-01,CZ0713,CZ071,33,0,0
2020-04-01,CZ0714,CZ071,11,0,0
2020-04-01,CZ0715,CZ071,15,1,0
2020-04-01,CZ0721,CZ072,17,1,0
2020-04-01,CZ0722,CZ072,94,4,0
2020-04-01,CZ0723,CZ072,14,3,0
2020-04-01,CZ0724,CZ072,32,0,0
2020-04-01,CZ0801,CZ080,20,0,1
2020-04-01,CZ0802,CZ080,97,3,1
2020-04-01,CZ0803,CZ080,48,0,0
2020-04-01,CZ0804,CZ080,28,0,0
2020-04-01,CZ0805,CZ080,33,0,2
2020-04-01,CZ0806,CZ080,99,2,0
2020-04-02,CZ0100,CZ010,1078,67,25
2020-04-02,CZ020A,CZ020,81,7,0
2020-04-02,CZ020B,CZ020,31,0,0
2020-04-02,CZ020C,CZ020,8,0,0
2020-04-02,CZ0201,CZ020,43,1,0
2020-04-02,CZ0202,CZ020,28,2,0
2020-04-02,CZ0203,CZ020,59,2,2
2020-04-02,CZ0204,CZ020,30,1,0
2020-04-02,CZ0205,CZ020,6,1,0
2020-04-02,CZ0206,CZ020,36,3,0
2020-04-02,CZ0207,CZ020,24,1,1
2020-04-02,CZ0208,CZ020,23,2,0
2020-04-02,CZ0209,CZ020,93,1,2
2020-04-02,CZ0311,CZ031,20,0,0
2020-04-02,CZ0312,CZ031,21,0,0
2020-04-02,CZ0313,CZ031,10,1,0
2020-04-02,CZ0314,CZ031,9,1,0
2020-04-02,CZ0315,CZ031,15,0,0
2020-04-02,CZ0316,CZ031,29,1,0
2020-04-02,CZ0317,CZ031,13,1,0
2020-04-02,CZ0321,CZ032,100,4,0
2020-04-02,CZ0322,CZ032,13,1,0
2020-04-02,CZ0323,CZ032,44,9,0
2020-04-02,CZ0324,CZ032,5,1,0
2020-04-02,CZ0325,CZ032,9,1,0
2020-04-02,CZ0326,CZ032,2,1,0
2020-04-02,CZ0327,CZ032,13,0,0
2020-04-02,CZ0411,CZ041,74,3,2
2020-04-02,CZ0412,CZ041,35,6,1
2020-04-02,CZ0413,CZ041,16,2,0
2020-04-02,CZ0421,CZ042,37,9,0
2020-04-02,CZ0422,CZ042,12,1,0
2020-04-02,CZ0423,CZ042,118,3,2
2020-04-02,CZ0424,CZ042,10,0,0
2020-04-02,CZ0425,CZ042,16,0,0
2020-04-02,CZ0426,CZ042,16,0,0
2020-04-02,CZ0427,CZ042,55,4,0
2020-04-02,CZ0511,CZ051,6,0,0
2020-04-02,CZ0512,CZ051,50,2,0
2020-04-02,CZ0513,CZ051,52,0,0
2020-04-02,CZ0514,CZ051,27,1,0
2020-04-02,CZ0521,CZ052,37,5,0
2020-04-02,CZ0522,CZ052,13,0,0
2020-04-02,CZ0523,CZ052,48,1,0
2020-04-02,CZ0524,CZ052,8,0,0
2020-04-02,CZ0525,CZ052,12,0,1
2020-04-02,CZ0531,CZ053,41,0,0
2020-04-02,CZ0532,CZ053,54,0,2
2020-04-02,CZ0533,CZ053,14,1,0
2020-04-02,CZ0534,CZ053,18,8,0
2020-04-02,CZ0631,CZ063,59,0,1
2020-04-02,CZ0632,CZ063,11,1,0
2020-04-02,CZ0633,CZ063,0,0,0
2020-04-02,CZ0634,CZ063,20,0,0
2020-04-02,CZ0635,CZ063,32,1,0
2020-04-02,CZ0641,CZ064,6,1,0
2020-04-02,CZ0642,CZ064,97,7,0
2020-04-02,CZ0643,CZ064,35,4,0
2020-04-02,CZ0644,CZ064,45,5,2
2020-04-02,CZ0645,CZ064,8,2,0
2020-04-02,CZ0646,CZ064,9,0,0
2020-04-02,CZ0647,CZ064,36,1,0
2020-04-02,CZ0711,CZ071,2,0,0
2020-04-02,CZ0712,CZ071,296,8,4
2020-04-02,CZ0713,CZ071,33,0,0
2020-04-02,CZ0714,CZ071,11,0,0
2020-04-02,CZ0715,CZ071,16,1,0
2020-04-02,CZ0721,CZ072,18,1,0
2020-04-02,CZ0722,CZ072,95,4,0
2020-04-02,CZ0723,CZ072,15,4,0
2020-04-02,CZ0724,CZ072,32,0,0
2020-04-02,CZ0801,CZ080,20,0,1
2020-04-02,CZ0802,CZ080,102,3,1
2020-04-02,CZ0803,CZ080,50,0,0
2020-04-02,CZ0804,CZ080,29,0,0
2020-04-02,CZ0805,CZ080,38,0,2
2020-04-02,CZ0806,CZ080,101,4,0
2020-04-03,CZ0100,CZ010,1138,88,29
2020-04-03,CZ020A,CZ020,85,9,0
2020-04-03,CZ020B,CZ020,33,0,0
2020-04-03,CZ020C,CZ020,8,0,0
2020-04-03,CZ0201,CZ020,46,1,0
2020-04-03,CZ0202,CZ020,31,2,0
2020-04-03,CZ0203,CZ020,62,3,2
2020-04-03,CZ0204,CZ020,36,1,0
2020-04-03,CZ0205,CZ020,8,1,0
2020-04-03,CZ0206,CZ020,39,7,0
2020-04-03,CZ0207,CZ020,24,1,1
2020-04-03,CZ0208,CZ020,27,3,0
2020-04-03,CZ0209,CZ020,102,2,2
2020-04-03,CZ0311,CZ031,21,0,0
2020-04-03,CZ0312,CZ031,21,0,0
2020-04-03,CZ0313,CZ031,11,1,0
2020-04-03,CZ0314,CZ031,9,1,0
2020-04-03,CZ0315,CZ031,15,0,0
2020-04-03,CZ0316,CZ031,29,1,0
2020-04-03,CZ0317,CZ031,14,1,0
2020-04-03,CZ0321,CZ032,122,4,2
2020-04-03,CZ0322,CZ032,18,1,0
2020-04-03,CZ0323,CZ032,48,9,0
2020-04-03,CZ0324,CZ032,5,1,0
2020-04-03,CZ0325,CZ032,9,2,0
2020-04-03,CZ0326,CZ032,2,1,0
2020-04-03,CZ0327,CZ032,13,0,0
2020-04-03,CZ0411,CZ041,86,4,2
2020-04-03,CZ0412,CZ041,37,7,1
2020-04-03,CZ0413,CZ041,16,2,0
2020-04-03,CZ0421,CZ042,37,11,0
2020-04-03,CZ0422,CZ042,13,1,0
2020-04-03,CZ0423,CZ042,130,4,3
2020-04-03,CZ0424,CZ042,10,0,0
2020-04-03,CZ0425,CZ042,16,1,0
2020-04-03,CZ0426,CZ042,20,0,0
2020-04-03,CZ0427,CZ042,64,4,0
2020-04-03,CZ0511,CZ051,6,0,0
2020-04-03,CZ0512,CZ051,53,2,0
2020-04-03,CZ0513,CZ051,55,0,0
2020-04-03,CZ0514,CZ051,29,1,0
2020-04-03,CZ0521,CZ052,43,6,0
2020-04-03,CZ0522,CZ052,16,0,0
2020-04-03,CZ0523,CZ052,50,1,0
2020-04-03,CZ0524,CZ052,9,0,0
2020-04-03,CZ0525,CZ052,12,0,1
2020-04-03,CZ0531,CZ053,52,0,0
2020-04-03,CZ0532,CZ053,72,0,2
2020-04-03,CZ0533,CZ053,15,1,0
2020-04-03,CZ0534,CZ053,19,9,0
2020-04-03,CZ0631,CZ063,59,1,1
2020-04-03,CZ0632,CZ063,11,1,0
2020-04-03,CZ0633,CZ063,0,0,0
2020-04-03,CZ0634,CZ063,20,0,0
2020-04-03,CZ0635,CZ063,35,1,0
2020-04-03,CZ0641,CZ064,8,2,0
2020-04-03,CZ0642,CZ064,102,7,0
2020-04-03,CZ0643,CZ064,37,4,0
2020-04-03,CZ0644,CZ064,45,5,2
2020-04-03,CZ0645,CZ064,8,3,0
2020-04-03,CZ0646,CZ064,10,0,0
2020-04-03,CZ0647,CZ064,41,2,0
2020-04-03,CZ0711,CZ071,2,0,0
2020-04-03,CZ0712,CZ071,315,10,4
2020-04-03,CZ0713,CZ071,33,0,0
2020-04-03,CZ0714,CZ071,12,1,0
2020-04-03,CZ0715,CZ071,24,1,0
2020-04-03,CZ0721,CZ072,20,1,0
2020-04-03,CZ0722,CZ072,104,16,0
2020-04-03,CZ0723,CZ072,25,8,0
2020-04-03,CZ0724,CZ072,42,1,0
2020-04-03,CZ0801,CZ080,20,0,1
2020-04-03,CZ0802,CZ080,104,4,2
2020-04-03,CZ0803,CZ080,69,0,0
2020-04-03,CZ0804,CZ080,30,0,0
2020-04-03,CZ0805,CZ080,39,1,2
2020-04-03,CZ0806,CZ080,108,4,0
2020-04-04,CZ0100,CZ010,1165,107,34
2020-04-04,CZ020A,CZ020,86,9,0
2020-04-04,CZ020B,CZ020,34,0,0
